Time, Normal Cells, Abnormal Cells, Invasive Cells, Average Stickiness, Average Jump Rate, Membrane Density
3.76,94949,1632,0,0.742134,2.39522,1,
3.76667,94949,1634,0,0.742559,2.39841,1,
3.77333,94947,1639,0,0.742407,2.39719,1,
3.78,94944,1644,0,0.742569,2.40085,1,
3.78667,94942,1651,0,0.741866,2.40824,1,
3.79333,94940,1654,0,0.741135,2.40931,1,
3.8,94937,1664,0,0.740856,2.41466,1,
3.80667,94935,1668,0,0.740198,2.41547,1,
3.81333,94931,1675,0,0.740791,2.42328,1,
3.82,94926,1684,0,0.739827,2.42933,1,
3.82667,94922,1688,0,0.739587,2.42891,1,
3.83333,94917,1698,0,0.739488,2.42992,1,
3.84,94915,1704,0,0.739746,2.43486,1,
3.84667,94908,1721,0,0.739018,2.43056,1,
3.85333,94901,1731,0,0.737278,2.44079,1,
3.86,94901,1735,0,0.737951,2.43919,1,
3.86667,94898,1744,0,0.738229,2.44438,1,
3.87333,94896,1748,0,0.738804,2.44336,1,
3.88,94894,1755,0,0.738485,2.43761,1,
3.88667,94894,1759,0,0.739544,2.44287,1,
3.89333,94892,1764,0,0.738984,2.43934,1,
3.9,94892,1766,0,0.739216,2.43941,1,
3.90667,94886,1775,0,0.737754,2.43662,1,
3.91333,94885,1778,0,0.737678,2.44038,1,
3.92,94882,1785,0,0.73788,2.44818,1,
3.92667,94878,1795,0,0.73724,2.45348,1,
3.93333,94873,1803,0,0.736673,2.45591,1,
3.94,94873,1809,0,0.735805,2.4555,1,
3.94667,94873,1810,0,0.734392,2.4558,1,
3.95333,94871,1820,0,0.734643,2.46648,1,
3.96,94869,1827,0,0.735163,2.46853,1,
3.96667,94864,1835,0,0.733923,2.47139,1,
3.97333,94863,1845,0,0.734246,2.46612,1,
3.98,94858,1859,0,0.732931,2.46638,1,
3.98667,94856,1866,0,0.734492,2.47481,1,
3.99333,94849,1876,0,0.734543,2.47601,1,
4,94848,1880,0,0.73436,2.47606,1,
4.00667,94841,1889,0,0.734906,2.47485,1,
4.01333,94838,1896,0,0.734305,2.4731,1,
4.02,94836,1903,0,0.734348,2.47451,1,
4.02667,94835,1907,0,0.734158,2.47509,1,
4.03333,94834,1912,0,0.733173,2.47646,1,
4.04,94831,1918,0,0.733273,2.47862,1,
4.04667,94831,1920,0,0.733056,2.48333,1,
4.05333,94828,1929,0,0.732516,2.48885,1,
4.06,94823,1942,0,0.730742,2.49279,1,
4.06667,94818,1949,0,0.730191,2.49615,1,
4.07333,94818,1951,0,0.730172,2.49821,1,
4.08,94813,1962,0,0.730447,2.50612,1,
4.08667,94812,1967,0,0.730204,2.5089,1,
4.09333,94808,1974,0,0.73074,2.51317,1,
4.1,94806,1980,0,0.730322,2.51515,1,
4.10667,94801,1993,0,0.730405,2.5148,1,
4.11333,94794,2010,0,0.728975,2.5194,1,
4.12,94793,2017,0,0.728698,2.52405,1,
4.12667,94790,2024,0,0.727615,2.5168,1,
4.13333,94785,2031,0,0.728813,2.5224,1,
4.14,94785,2037,0,0.729011,2.52921,1,
4.14667,94776,2047,0,0.728991,2.53249,1,
4.15333,94773,2051,0,0.728535,2.53096,1,
4.16,94772,2056,0,0.728879,2.52967,1,
4.16667,94770,2060,0,0.729252,2.53252,1,
4.17333,94769,2063,0,0.728775,2.52884,1,
4.18,94765,2072,0,0.727338,2.53571,1,
4.18667,94759,2083,0,0.726652,2.53769,1,
4.19333,94757,2091,0,0.725834,2.54472,1,
4.2,94752,2103,0,0.725207,2.55112,1,
4.20667,94750,2110,0,0.724773,2.54787,1,
4.21333,94743,2120,0,0.725454,2.55094,1,
4.22,94740,2127,0,0.725645,2.55195,1,
4.22667,94738,2132,0,0.724573,2.54972,1,
4.23333,94737,2140,0,0.724459,2.55,1,
4.24,94733,2152,0,0.723991,2.55483,1,
4.24667,94730,2161,0,0.723476,2.55761,1,
4.25333,94728,2167,0,0.722707,2.55422,1,
4.26,94726,2172,0,0.722949,2.55801,1,
4.26667,94722,2181,0,0.722139,2.55663,1,
4.27333,94717,2188,0,0.721419,2.55484,1,
4.28,94711,2196,0,0.721244,2.56466,1,
4.28667,94709,2204,0,0.720961,2.57169,1,
4.29333,94702,2214,0,0.721221,2.56685,1,
4.3,94701,2217,0,0.72218,2.56834,1,
4.30667,94701,2221,0,0.721623,2.56731,1,
4.31333,94696,2230,0,0.720874,2.56771,1,
4.32,94689,2242,0,0.719958,2.58118,1,
4.32667,94685,2254,0,0.717724,2.59184,1,
4.33333,94683,2262,0,0.718432,2.59814,1,
4.34,94682,2269,0,0.718021,2.59454,1,
4.34667,94674,2280,0,0.717407,2.59956,1,
4.35333,94672,2285,0,0.718217,2.60263,1,
4.36,94670,2292,0,0.716281,2.60166,1,
4.36667,94665,2304,0,0.716481,2.60677,1,
4.37333,94664,2308,0,0.715962,2.60832,1,
4.38,94661,2318,0,0.715946,2.62079,1,
4.38667,94654,2328,0,0.714285,2.62199,1,
4.39333,94651,2336,0,0.714865,2.62372,1,
4.4,94648,2345,0,0.713899,2.62985,1,
4.40667,94646,2349,0,0.713656,2.63006,1,
4.41333,94643,2356,0,0.714617,2.64346,1,
4.42,94637,2372,0,0.713815,2.64334,1,
4.42667,94636,2376,0,0.714416,2.64689,1,
4.43333,94635,2387,0,0.712719,2.64349,1,
4.44,94632,2395,0,0.712719,2.64676,1,
4.44667,94627,2409,0,0.711825,2.6567,1,
4.45333,94620,2418,0,0.711317,2.66129,1,
4.46,94613,2437,0,0.710655,2.6746,1,
4.46667,94609,2448,0,0.709682,2.67892,1,
4.47333,94602,2460,0,0.709636,2.67967,1,
4.48,94598,2470,0,0.708993,2.68421,1,
4.48667,94596,2476,0,0.708878,2.68861,1,
4.49333,94590,2484,0,0.708576,2.68961,1,
4.5,94586,2490,0,0.708397,2.69116,1,
4.50667,94579,2506,0,0.707607,2.69753,1,
4.51333,94575,2514,0,0.70734,2.70326,1,
4.52,94573,2520,0,0.705428,2.70278,1,
4.52667,94572,2526,0,0.705788,2.70823,1,
4.53333,94566,2537,0,0.706789,2.71226,1,
4.54,94560,2548,0,0.706342,2.71664,1,
4.54667,94554,2563,0,0.706055,2.72181,1,
4.55333,94551,2569,0,0.705421,2.72635,1,
4.56,94547,2577,0,0.705565,2.73031,1,
4.56667,94544,2581,0,0.704365,2.72879,1,
4.57333,94541,2592,0,0.704086,2.73688,1,
4.58,94537,2604,0,0.702687,2.74002,1,
4.58667,94532,2610,0,0.702547,2.74253,1,
4.59333,94526,2623,0,0.701439,2.7499,1,
4.6,94521,2633,0,0.700864,2.75389,1,
4.60667,94514,2646,0,0.699782,2.75624,1,
4.61333,94512,2650,0,0.699964,2.75811,1,
4.62,94507,2655,0,0.698669,2.75367,1,
4.62667,94501,2666,0,0.699248,2.76407,1,
4.63333,94497,2674,0,0.699405,2.76739,1,
4.64,94489,2685,0,0.697898,2.77169,1,
4.64667,94487,2690,0,0.697524,2.77286,1,
4.65333,94479,2701,0,0.69725,2.78526,1,
4.66,94476,2708,0,0.695253,2.78176,1,
4.66667,94471,2720,0,0.696294,2.78015,1,
4.67333,94466,2736,0,0.695093,2.78655,1,
4.68,94462,2747,0,0.694621,2.78595,1,
4.68667,94457,2758,0,0.694442,2.80421,1,
4.69333,94454,2767,0,0.69375,2.8099,1,
4.7,94451,2772,0,0.692476,2.80375,1,
4.70667,94446,2780,0,0.692204,2.80791,1,
4.71333,94444,2793,0,0.691206,2.82062,1,
4.72,94440,2803,0,0.689602,2.82376,1,
4.72667,94438,2817,0,0.688971,2.82357,1,
4.73333,94435,2827,0,0.688853,2.83622,1,
4.74,94431,2835,0,0.688282,2.84162,1,
4.74667,94424,2844,0,0.687237,2.84107,1,
4.75333,94419,2851,0,0.687687,2.84497,1,
4.76,94415,2858,0,0.686592,2.8408,1,
4.76667,94411,2868,0,0.685879,2.84658,1,
4.77333,94410,2872,0,0.686392,2.85132,1,
4.78,94405,2883,0,0.685232,2.85779,1,
4.78667,94404,2888,0,0.683642,2.8563,1,
4.79333,94397,2899,0,0.683054,2.86754,1,
4.8,94390,2917,0,0.683814,2.8759,1,
4.80667,94384,2930,0,0.682173,2.87543,1,
4.81333,94373,2947,0,0.681446,2.87581,1,
4.82,94370,2955,0,0.682795,2.88765,1,
4.82667,94366,2961,0,0.682835,2.88956,1,
4.83333,94363,2971,0,0.681386,2.88522,1,
4.84,94358,2985,0,0.680267,2.89615,1,
4.84667,94352,2997,0,0.678732,2.8989,1,
4.85333,94349,3007,0,0.678927,2.90256,1,
4.86,94347,3013,0,0.678515,2.90674,1,
4.86667,94340,3028,0,0.67796,2.91744,1,
4.87333,94334,3040,0,0.67712,2.91809,1,
4.88,94333,3047,0,0.676592,2.91959,1,
4.88667,94331,3052,0,0.676424,2.92464,1,
4.89333,94325,3063,0,0.675758,2.92817,1,
4.9,94321,3075,0,0.674749,2.93431,1,
4.90667,94317,3086,0,0.673774,2.93616,1,
4.91333,94316,3092,0,0.673779,2.94243,1,
4.92,94310,3107,0,0.671805,2.94689,1,
4.92667,94301,3124,0,0.671106,2.95327,1,
4.93333,94292,3143,0,0.671206,2.96373,1,
4.94,94285,3152,0,0.670482,2.9632,1,
4.94667,94279,3168,0,0.669947,2.97096,1,
4.95333,94273,3181,0,0.669341,2.97548,1,
4.96,94268,3193,0,0.66852,2.97369,1,
4.96667,94259,3203,0,0.667981,2.97034,1,
4.97333,94257,3214,0,0.667801,2.98227,1,
4.98,94254,3225,0,0.667297,2.98512,1,
4.98667,94251,3234,0,0.666184,2.98176,1,
4.99333,94247,3250,0,0.665626,2.98954,1,
5,94239,3261,0,0.665372,3.00092,1,
5.00667,94234,3272,0,0.664268,2.99817,1,
5.01333,94228,3287,0,0.663406,3.00761,1,
5.02,94224,3295,0,0.662533,3.00789,1,
5.02667,94220,3306,0,0.661459,3.01028,1,
5.03333,94213,3319,0,0.66086,3.01446,1,
5.04,94208,3331,0,0.660398,3.02222,1,
5.04667,94205,3340,0,0.659914,3.02665,1,
5.05333,94197,3355,0,0.657853,3.02921,1,
5.06,94186,3379,0,0.658509,3.04439,1,
5.06667,94181,3391,0,0.657095,3.04394,1,
5.07333,94178,3401,0,0.656142,3.05204,1,
5.08,94170,3419,0,0.656014,3.06347,1,
5.08667,94166,3429,0,0.655791,3.06766,1,
5.09333,94162,3441,0,0.655119,3.068,1,
5.1,94158,3453,0,0.65348,3.06835,1,
5.10667,94151,3468,0,0.653237,3.07382,1,
5.11333,94146,3480,0,0.652002,3.07615,1,
5.12,94140,3494,0,0.651789,3.07956,1,
5.12667,94135,3503,0,0.651285,3.08821,1,
5.13333,94131,3510,0,0.650914,3.09259,1,
5.14,94125,3523,0,0.649734,3.09339,1,
5.14667,94122,3531,0,0.649196,3.10564,1,
5.15333,94117,3545,0,0.648196,3.10832,1,
5.16,94110,3562,0,0.646919,3.11342,1,
5.16667,94107,3571,0,0.646119,3.11453,1,
5.17333,94102,3588,0,0.645149,3.12653,1,
5.18,94099,3604,0,0.643432,3.13402,1,
5.18667,94092,3626,0,0.641967,3.14038,1,
5.19333,94086,3640,0,0.64168,3.14478,1,
5.2,94080,3650,0,0.641106,3.14795,1,
5.20667,94078,3662,0,0.640686,3.15074,1,
5.21333,94074,3676,0,0.6406,3.15533,1,
5.22,94070,3686,0,0.640395,3.16251,1,
5.22667,94059,3701,0,0.640194,3.16995,1,
5.23333,94052,3716,0,0.63924,3.16846,1,
5.24,94047,3729,0,0.638389,3.17109,1,
5.24667,94039,3751,0,0.637591,3.17569,1,
5.25333,94036,3760,0,0.637531,3.17766,1,
5.26,94031,3770,0,0.636281,3.17825,1,
5.26667,94028,3777,0,0.63674,3.18666,1,
5.27333,94021,3786,0,0.635764,3.18965,1,
5.28,94012,3799,0,0.634813,3.19531,1,
5.28667,94000,3817,0,0.633647,3.2054,1,
5.29333,93996,3829,0,0.632395,3.20893,1,
5.3,93993,3841,0,0.631568,3.21192,1,
5.30667,93990,3859,0,0.630097,3.21923,1,
5.31333,93979,3887,0,0.628384,3.23128,1,
5.32,93969,3904,0,0.626195,3.22976,1,
5.32667,93959,3919,0,0.626131,3.23577,1,
5.33333,93956,3930,0,0.625838,3.24097,1,
5.34,93952,3943,0,0.625419,3.24727,1,
5.34667,93949,3963,0,0.624047,3.25965,1,
5.35333,93947,3973,0,0.623254,3.25824,1,
5.36,93939,3990,0,0.622869,3.27043,1,
5.36667,93936,4003,0,0.622253,3.27255,1,
5.37333,93925,4029,0,0.620169,3.27476,1,
5.38,93920,4038,0,0.619633,3.27415,1,
5.38667,93914,4053,0,0.619682,3.28423,1,
5.39333,93911,4055,0,0.618168,3.27275,1,
5.4,93907,4067,0,0.617923,3.2835,1,
5.40667,93904,4081,0,0.617576,3.29699,1,
5.41333,93902,4092,0,0.617383,3.30376,1,
5.42,93892,4107,0,0.6164,3.30217,1,
5.42667,93888,4120,0,0.615346,3.30631,1,
5.43333,93883,4135,0,0.614637,3.31778,1,
5.44,93869,4154,0,0.612817,3.31801,1,
5.44667,93860,4175,0,0.611369,3.32359,1,
5.45333,93851,4197,0,0.609042,3.32356,1,
5.46,93843,4218,0,0.608049,3.33286,1,
5.46667,93832,4233,0,0.608441,3.3442,1,
5.47333,93824,4245,0,0.608037,3.34817,1,
5.48,93818,4265,0,0.607161,3.3592,1,
5.48667,93810,4281,0,0.605916,3.36487,1,
5.49333,93803,4297,0,0.605559,3.38027,1,
5.5,93796,4319,0,0.604048,3.3862,1,
5.50667,93784,4346,0,0.602569,3.39139,1,
5.51333,93780,4350,0,0.602119,3.39356,1,
5.52,93774,4364,0,0.601165,3.40215,1,
5.52667,93770,4377,0,0.600834,3.40804,1,
5.53333,93762,4397,0,0.599668,3.41324,1,
5.54,93760,4406,0,0.598602,3.41466,1,
5.54667,93751,4422,0,0.598887,3.42831,1,
5.55333,93747,4431,0,0.597913,3.42631,1,
5.56,93740,4447,0,0.597421,3.4394,1,
5.56667,93733,4459,0,0.596007,3.43732,1,
5.57333,93727,4474,0,0.595628,3.44971,1,
5.58,93715,4494,0,0.594161,3.45016,1,
5.58667,93707,4513,0,0.592375,3.45646,1,
5.59333,93696,4540,0,0.591525,3.46608,1,
5.6,93692,4554,0,0.590294,3.46926,1,
5.60667,93682,4580,0,0.589573,3.48035,1,
5.61333,93676,4599,0,0.587986,3.49185,1,
5.62,93671,4615,0,0.587428,3.49512,1,
5.62667,93664,4638,0,0.586296,3.51078,1,
5.63333,93655,4661,0,0.584858,3.51641,1,
5.64,93643,4680,0,0.584403,3.52244,1,
5.64667,93639,4694,0,0.5829,3.52237,1,
5.65333,93631,4716,0,0.581792,3.53647,1,
5.66,93624,4733,0,0.580862,3.53983,1,
5.66667,93622,4738,0,0.579979,3.53609,1,
5.67333,93617,4757,0,0.579887,3.55119,1,
5.68,93611,4768,0,0.579375,3.55432,1,
5.68667,93604,4780,0,0.578035,3.55209,1,
5.69333,93597,4793,0,0.57779,3.56436,1,
5.7,93592,4810,0,0.576742,3.57547,1,
5.70667,93587,4832,0,0.575278,3.58278,1,
5.71333,93577,4852,0,0.573684,3.58306,1,
5.72,93568,4873,0,0.573012,3.58958,1,
5.72667,93560,4893,0,0.571987,3.5982,1,
5.73333,93553,4922,0,0.570778,3.61032,1,
5.74,93545,4948,0,0.56906,3.61823,1,
5.74667,93529,4975,0,0.567579,3.63015,1,
5.75333,93521,5002,0,0.56603,3.64034,1,
5.76,93502,5035,0,0.563906,3.65899,1,
5.76667,93498,5050,0,0.563062,3.6701,1,
5.77333,93486,5066,0,0.561935,3.67371,1,
5.78,93477,5091,0,0.561279,3.6869,1,
5.78667,93469,5110,0,0.560225,3.69452,1,
5.79333,93462,5125,0,0.558953,3.69951,1,
5.8,93455,5135,0,0.558095,3.70321,1,
5.80667,93449,5155,0,0.557761,3.71562,1,
5.81333,93443,5168,0,0.556713,3.71691,1,
5.82,93437,5180,0,0.556839,3.72413,1,
5.82667,93427,5203,0,0.555678,3.73246,1,
5.83333,93421,5222,0,0.554395,3.7499,1,
5.84,93415,5238,0,0.553256,3.74761,1,
5.84667,93408,5261,0,0.551857,3.74986,1,
5.85333,93400,5286,0,0.55099,3.76523,1,
5.86,93388,5314,0,0.54995,3.77399,1,
5.86667,93380,5339,0,0.548148,3.77861,1,
5.87333,93363,5379,0,0.54611,3.79104,1,
5.88,93355,5399,0,0.545442,3.80182,1,
5.88667,93347,5431,0,0.543663,3.81348,1,
5.89333,93341,5451,0,0.542727,3.82664,1,
5.9,93330,5475,0,0.541063,3.83306,1,
5.90667,93320,5498,0,0.539803,3.84322,1,
5.91333,93310,5522,0,0.538583,3.85549,1,
5.92,93302,5544,0,0.537725,3.85642,1,
5.92667,93296,5558,0,0.536965,3.86398,1,
5.93333,93289,5573,0,0.536584,3.86668,1,
5.94,93282,5586,0,0.535959,3.87075,1,
5.94667,93280,5597,0,0.53496,3.86761,1,
5.95333,93270,5622,0,0.534522,3.88723,1,
5.96,93260,5644,0,0.532739,3.89033,1,
5.96667,93246,5670,0,0.531609,3.91411,1,
5.97333,93233,5696,0,0.53045,3.92012,1,
5.98,93223,5720,0,0.529821,3.93077,1,
5.98667,93212,5751,0,0.528371,3.93966,1,
5.99333,93200,5783,0,0.526957,3.95504,1,
6,93188,5817,0,0.525197,3.96613,1,
6.00667,93177,5854,0,0.524231,3.98087,1,
6.01333,93165,5892,0,0.522077,3.98761,1,
6.02,93150,5924,0,0.520381,4.00405,1,
6.02667,93139,5951,0,0.51915,4.01764,1,
6.03333,93130,5976,0,0.517894,4.02912,1,
6.04,93121,6004,0,0.516715,4.03781,1,
6.04667,93113,6022,0,0.515919,4.04616,1,
6.05333,93109,6043,0,0.514537,4.04981,1,
6.06,93096,6070,0,0.513506,4.05568,1,
6.06667,93090,6082,0,0.513022,4.0559,1,
6.07333,93084,6096,0,0.512498,4.06463,1,
6.08,93077,6114,0,0.511803,4.06902,1,
6.08667,93069,6132,0,0.510779,4.07942,1,
6.09333,93059,6161,0,0.50939,4.09154,1,
6.1,93045,6185,0,0.508269,4.09943,1,
6.10667,93038,6207,0,0.507268,4.10343,1,
6.11333,93029,6239,0,0.506736,4.113,1,
6.12,93018,6265,0,0.50584,4.12211,1,
6.12667,93007,6295,0,0.504103,4.12979,1,
6.13333,92994,6338,0,0.502527,4.14879,1,
6.14,92982,6382,0,0.500475,4.16029,1,
6.14667,92966,6417,0,0.499282,4.17235,1,
6.15333,92948,6459,0,0.497215,4.18517,1,
6.16,92937,6489,0,0.495524,4.20003,1,
6.16667,92922,6522,0,0.494042,4.21266,1,
6.17333,92909,6545,0,0.49335,4.22353,1,
6.18,92894,6573,0,0.491912,4.23764,1,
6.18667,92883,6595,0,0.491237,4.24291,1,
6.19333,92874,6613,0,0.490455,4.24754,1,
6.2,92865,6633,0,0.489423,4.25072,1,
6.20667,92859,6662,0,0.488592,4.26434,1,
6.21333,92853,6679,0,0.488051,4.26875,1,
6.22,92846,6694,0,0.487329,4.27114,1,
6.22667,92832,6726,0,0.485843,4.28323,1,
6.23333,92823,6743,0,0.484952,4.28711,1,
6.24,92809,6778,0,0.484174,4.30319,1,
6.24667,92798,6812,0,0.483037,4.30578,1,
6.25333,92789,6837,0,0.481789,4.31388,1,
6.26,92778,6875,0,0.480143,4.32102,1,
6.26667,92758,6924,0,0.478352,4.3381,1,
6.27333,92748,6954,0,0.476851,4.3434,1,
6.28,92727,7012,0,0.47436,4.36666,1,
6.28667,92702,7060,0,0.472594,4.38484,1,
6.29333,92693,7090,0,0.471442,4.39788,1,
6.3,92680,7124,0,0.469817,4.40736,1,
6.30667,92668,7154,0,0.468248,4.42368,1,
6.31333,92658,7181,0,0.467047,4.43364,1,
6.32,92653,7204,0,0.466017,4.4435,1,
6.32667,92647,7222,0,0.465468,4.45043,1,
6.33333,92638,7254,0,0.464779,4.45685,1,
6.34,92630,7278,0,0.46369,4.46689,1,
6.34667,92622,7296,0,0.463437,4.47245,1,
6.35333,92609,7328,0,0.46167,4.48144,1,
6.36,92600,7354,0,0.460823,4.49347,1,
6.36667,92594,7378,0,0.46007,4.50027,1,
6.37333,92588,7406,0,0.45904,4.50702,1,
6.38,92579,7438,0,0.458557,4.51465,1,
6.38667,92571,7461,0,0.4574,4.51521,1,
6.39333,92554,7506,0,0.455969,4.53944,1,
6.4,92535,7552,0,0.454052,4.55283,1,
6.40667,92515,7610,0,0.45184,4.56807,1,
6.41333,92494,7658,0,0.450229,4.58227,1,
6.42,92470,7716,0,0.448015,4.60537,1,
6.42667,92448,7767,0,0.446141,4.61877,1,
6.43333,92432,7807,0,0.444824,4.63187,1,
6.44,92418,7843,0,0.44349,4.64401,1,
6.44667,92409,7880,0,0.442234,4.66662,1,
6.45333,92398,7906,0,0.441276,4.67265,1,
6.46,92390,7935,0,0.440245,4.67952,1,
6.46667,92376,7967,0,0.439132,4.68671,1,
6.47333,92368,7992,0,0.438338,4.6952,1,
6.48,92355,8026,0,0.437794,4.70683,1,
6.48667,92344,8042,0,0.437009,4.70356,1,
6.49333,92336,8070,0,0.435744,4.71301,1,
6.5,92321,8111,0,0.434625,4.72605,1,
6.50667,92305,8140,0,0.433705,4.72998,1,
6.51333,92293,8160,0,0.433045,4.73125,1,
6.52,92281,8196,0,0.43193,4.74158,1,
6.52667,92262,8242,0,0.430689,4.75734,1,
6.53333,92242,8297,0,0.429071,4.77872,1,
6.54,92215,8352,0,0.427356,4.79119,1,
6.54667,92191,8418,0,0.425496,4.81385,1,
6.55333,92172,8470,0,0.423615,4.82196,1,
6.56,92151,8515,0,0.422012,4.831,1,
6.56667,92134,8557,0,0.42038,4.84971,1,
6.57333,92109,8619,0,0.4184,4.86855,1,
6.58,92091,8666,0,0.416585,4.88357,1,
6.58667,92084,8703,0,0.41571,4.89349,1,
6.59333,92073,8737,0,0.414837,4.90512,1,
6.6,92055,8779,0,0.413312,4.91707,1,
6.60667,92042,8817,0,0.412331,4.92424,1,
6.61333,92028,8857,0,0.411711,4.93643,1,
6.62,92017,8886,0,0.410685,4.94272,1,
6.62667,92002,8924,0,0.409539,4.95092,1,
6.63333,91988,8960,0,0.408489,4.96228,1,
6.64,91979,8985,0,0.40806,4.96917,1,
6.64667,91958,9023,0,0.407435,4.97662,1,
6.65333,91950,9055,0,0.406669,4.98355,1,
6.66,91932,9098,0,0.40541,4.99253,1,
6.66667,91904,9157,0,0.404036,5.01223,1,
6.67333,91879,9208,0,0.402626,5.0252,1,
6.68,91862,9260,0,0.4012,5.03737,1,
6.68667,91832,9318,0,0.399768,5.05452,1,
6.69333,91815,9366,0,0.398321,5.07025,1,
6.7,91796,9414,0,0.396731,5.07733,1,
6.70667,91772,9476,0,0.394807,5.0897,1,
6.71333,91753,9526,0,0.393452,5.10792,1,
6.72,91739,9575,0,0.392123,5.12386,1,
6.72667,91715,9637,0,0.391105,5.14974,1,
6.73333,91696,9682,0,0.389676,5.15472,1,
6.74,91679,9726,0,0.388542,5.16944,1,
6.74667,91662,9771,0,0.387694,5.18043,1,
6.75333,91649,9817,0,0.386435,5.19222,1,
6.76,91632,9845,0,0.385681,5.20538,1,
6.76667,91619,9879,0,0.384639,5.21035,1,
6.77333,91605,9919,0,0.384151,5.22119,1,
6.78,91597,9955,0,0.383566,5.22572,1,
6.78667,91583,9993,0,0.382944,5.23056,1,
6.79333,91565,10032,0,0.381943,5.23305,1,
6.8,91548,10083,0,0.38087,5.24715,1,
6.80667,91526,10128,0,0.379944,5.26037,1,
6.81333,91501,10183,0,0.378894,5.27133,1,
6.82,91477,10249,0,0.377281,5.29017,1,
6.82667,91454,10288,0,0.376165,5.29287,1,
6.83333,91424,10350,0,0.374501,5.30792,1,
6.84,91402,10409,0,0.372948,5.32193,1,
6.84667,91375,10477,0,0.371466,5.34361,1,
6.85333,91356,10530,0,0.370586,5.35793,1,
6.86,91331,10588,0,0.369261,5.37155,1,
6.86667,91303,10643,0,0.368155,5.38861,1,
6.87333,91289,10679,0,0.367306,5.40144,1,
6.88,91276,10720,0,0.366379,5.41035,1,
6.88667,91257,10763,0,0.36537,5.42247,1,
6.89333,91244,10810,0,0.364393,5.43367,1,
6.9,91228,10859,0,0.363334,5.45244,1,
6.90667,91213,10907,0,0.362245,5.46035,1,
6.91333,91187,10959,0,0.36129,5.47212,1,
6.92,91160,11010,0,0.360657,5.4772,1,
6.92667,91140,11068,0,0.359571,5.48365,1,
6.93333,91120,11110,0,0.358879,5.49082,1,
6.94,91094,11163,0,0.357691,5.50211,1,
6.94667,91075,11203,0,0.356922,5.51129,1,
6.95333,91059,11250,0,0.355892,5.51858,1,
6.96,91037,11301,0,0.354929,5.53686,1,
6.96667,91010,11356,0,0.35374,5.54632,1,
6.97333,90985,11414,0,0.352485,5.55756,1,
6.98,90952,11493,0,0.35068,5.5747,1,
6.98667,90927,11557,0,0.349705,5.59159,1,
6.99333,90903,11626,0,0.348441,5.6076,1,
7,90884,11675,0,0.347769,5.62116,1,
7.00667,90867,11719,0,0.346717,5.62966,1,
7.01333,90857,11767,0,0.345767,5.63925,1,
7.02,90849,11816,0,0.344881,5.65064,1,
7.02667,90819,11883,0,0.343632,5.66818,1,
7.03333,90798,11936,0,0.342542,5.68733,1,
7.04,90780,11987,0,0.341636,5.6905,1,
7.04667,90757,12048,0,0.340742,5.71066,1,
7.05333,90729,12107,0,0.339821,5.71851,1,
7.06,90702,12180,0,0.338706,5.73465,1,
7.06667,90685,12229,0,0.337818,5.74364,1,
7.07333,90662,12279,0,0.336821,5.75324,1,
7.08,90638,12337,0,0.335899,5.76874,1,
7.08667,90620,12379,0,0.335135,5.77777,1,
7.09333,90601,12437,0,0.334179,5.794,1,
7.1,90578,12491,0,0.33304,5.79497,1,
7.10667,90540,12575,0,0.331669,5.81781,1,
7.11333,90513,12663,0,0.33021,5.84001,1,
7.12,90483,12745,0,0.328783,5.85022,1,
7.12667,90460,12818,0,0.32755,5.86932,1,
7.13333,90444,12868,0,0.326709,5.87993,1,
7.14,90429,12913,0,0.325845,5.88864,1,
7.14667,90406,12971,0,0.325162,5.90217,1,
7.15333,90382,13027,0,0.324323,5.9128,1,
7.16,90357,13097,0,0.323195,5.93327,1,
7.16667,90340,13153,0,0.322189,5.94549,1,
7.17333,90313,13220,0,0.321132,5.96672,1,
7.18,90287,13291,0,0.320304,5.9699,1,
7.18667,90264,13351,0,0.319622,5.98989,1,
7.19333,90241,13414,0,0.318679,5.99836,1,
7.2,90221,13457,0,0.318097,6.00661,1,
7.20667,90202,13512,0,0.317102,6.01665,1,
7.21333,90187,13569,0,0.316293,6.02513,1,
7.22,90166,13636,0,0.315578,6.04869,1,
7.22667,90145,13689,0,0.314823,6.05756,1,
7.23333,90116,13772,0,0.31374,6.07174,1,
7.24,90082,13858,0,0.312482,6.09063,1,
7.24667,90055,13938,0,0.311393,6.10418,1,
7.25333,90025,14016,0,0.310232,6.12072,1,
7.26,89984,14104,0,0.309018,6.13925,1,
7.26667,89961,14168,0,0.308047,6.14977,1,
7.27333,89940,14222,0,0.307441,6.16306,1,
7.28,89925,14272,0,0.306608,6.17131,1,
7.28667,89890,14355,0,0.30557,6.18593,1,
7.29333,89860,14425,0,0.30462,6.19709,1,
7.3,89817,14516,0,0.303423,6.22251,1,
7.30667,89789,14587,0,0.302506,6.23062,1,
7.31333,89758,14658,0,0.301808,6.24192,1,
7.32,89735,14722,0,0.301094,6.25438,1,
7.32667,89706,14805,0,0.300111,6.2716,1,
7.33333,89684,14859,0,0.299361,6.28407,1,
7.34,89660,14917,0,0.298545,6.29758,1,
7.34667,89634,14985,0,0.297768,6.30737,1,
7.35333,89607,15042,0,0.296955,6.3199,1,
7.36,89576,15115,0,0.296248,6.33503,1,
7.36667,89545,15207,0,0.29516,6.3499,1,
7.37333,89516,15279,0,0.294285,6.36455,1,
7.38,89474,15372,0,0.292991,6.37829,1,
