Time, Normal Cells, Abnormal Cells, Invasive Cells, Average Stickiness, Average Jump Rate, Membrane Density
7.38667,89439,15459,0,0.291959,6.40197,1,
7.39333,89393,15571,0,0.290649,6.41686,1,
7.4,89359,15655,0,0.28944,6.43168,1,
7.40667,89342,15717,0,0.288802,6.43749,1,
7.41333,89308,15789,0,0.287997,6.45063,1,
7.42,89297,15857,0,0.287205,6.47083,1,
7.42667,89266,15949,0,0.286027,6.4895,1,
7.43333,89227,16039,0,0.284766,6.49978,1,
7.44,89187,16121,0,0.283853,6.5138,1,
7.44667,89157,16195,0,0.28307,6.52874,1,
7.45333,89131,16277,0,0.282402,6.54353,1,
7.46,89111,16342,0,0.281746,6.55532,1,
7.46667,89084,16412,0,0.280982,6.56556,1,
7.47333,89060,16481,0,0.280118,6.5743,1,
7.48,89027,16566,0,0.279047,6.59055,1,
7.48667,88999,16657,0,0.278127,6.61308,1,
7.49333,88971,16730,0,0.277353,6.62528,1,
7.5,88933,16831,0,0.276418,6.63947,1,
7.50667,88893,16920,0,0.275508,6.65148,1,
7.51333,88866,17015,0,0.274581,6.67182,1,
7.52,88832,17103,0,0.273559,6.69005,1,
7.52667,88793,17204,0,0.272478,6.70989,1,
7.53333,88755,17313,0,0.271117,6.7209,1,
7.54,88719,17401,0,0.27033,6.74111,1,
7.54667,88682,17481,0,0.269493,6.7535,1,
7.55333,88641,17577,0,0.268495,6.76429,1,
7.56,88596,17671,0,0.267535,6.78405,1,
7.56667,88557,17761,0,0.266828,6.79528,1,
7.57333,88521,17842,0,0.266071,6.80865,1,
7.58,88486,17939,0,0.265221,6.82914,1,
7.58667,88449,18033,0,0.264375,6.84268,1,
7.59333,88413,18122,0,0.263795,6.85736,1,
7.6,88384,18210,0,0.262928,6.87046,1,
7.60667,88351,18278,0,0.262257,6.88456,1,
7.61333,88309,18381,0,0.261221,6.89984,1,
7.62,88269,18467,0,0.260377,6.91493,1,
7.62667,88238,18568,0,0.259563,6.93166,1,
7.63333,88202,18658,0,0.2587,6.94539,1,
7.64,88165,18742,0,0.258031,6.9602,1,
7.64667,88133,18832,0,0.257283,6.97154,1,
7.65333,88079,18956,0,0.256372,6.9971,1,
7.66,88039,19057,0,0.255462,7.01443,1,
7.66667,88002,19161,0,0.254639,7.03137,1,
7.67333,87959,19271,0,0.253676,7.05205,1,
7.68,87918,19379,0,0.252844,7.06724,1,
7.68667,87869,19488,0,0.251905,7.08051,1,
7.69333,87819,19594,0,0.251176,7.09993,1,
7.7,87786,19669,0,0.250425,7.1055,1,
7.70667,87745,19760,0,0.249838,7.121,1,
7.71333,87718,19847,0,0.249226,7.13367,1,
7.72,87682,19946,0,0.248414,7.14624,1,
7.72667,87642,20037,0,0.247833,7.1607,1,
7.73333,87612,20115,0,0.247379,7.17131,1,
7.74,87573,20215,0,0.24662,7.18709,1,
7.74667,87540,20306,0,0.245863,7.20521,1,
7.75333,87509,20407,0,0.24505,7.21703,1,
7.76,87471,20501,0,0.24427,7.23018,1,
7.76667,87434,20604,0,0.243543,7.24558,1,
7.77333,87395,20711,0,0.242816,7.26532,1,
7.78,87346,20833,0,0.241949,7.28421,1,
7.78667,87293,20956,0,0.241035,7.30612,1,
7.79333,87253,21060,0,0.240284,7.32108,1,
7.8,87203,21191,0,0.239402,7.34147,1,
7.80667,87148,21313,0,0.238527,7.35762,1,
7.81333,87108,21431,0,0.23778,7.37819,1,
7.82,87073,21532,0,0.237008,7.38947,1,
7.82667,87030,21626,0,0.236379,7.40128,1,
7.83333,86994,21738,0,0.235705,7.42101,1,
7.84,86958,21833,0,0.235111,7.43265,1,
7.84667,86916,21945,0,0.234418,7.44302,1,
7.85333,86865,22083,0,0.23372,7.46629,1,
7.86,86818,22185,0,0.233103,7.4746,1,
7.86667,86791,22262,0,0.232685,7.48621,1,
7.87333,86752,22362,0,0.232123,7.50559,1,
7.88,86711,22461,0,0.231394,7.52277,1,
7.88667,86677,22555,0,0.23079,7.52924,1,
7.89333,86638,22664,0,0.230071,7.54324,1,
7.9,86589,22762,0,0.229464,7.56067,1,
7.90667,86544,22883,0,0.228849,7.57523,1,
7.91333,86497,22991,0,0.228218,7.59228,1,
7.92,86441,23092,0,0.227643,7.60246,1,
7.92667,86388,23225,0,0.226905,7.63074,1,
7.93333,86327,23349,0,0.226149,7.64589,1,
7.94,86263,23488,0,0.225376,7.66519,1,
7.94667,86208,23620,0,0.224673,7.68061,1,
7.95333,86156,23728,0,0.22403,7.69277,1,
7.96,86091,23858,0,0.223433,7.71133,1,
7.96667,86053,23965,0,0.222882,7.72643,1,
7.97333,85998,24077,0,0.2223,7.74021,1,
7.98,85930,24220,0,0.221484,7.75813,1,
7.98667,85880,24332,0,0.220992,7.76788,1,
7.99333,85828,24442,0,0.220439,7.78341,1,
8,85783,24562,0,0.219898,7.79814,1,
8.00667,85734,24665,0,0.219366,7.80973,1,
8.01333,85697,24775,0,0.21881,7.82591,1,
8.02,85660,24879,0,0.218338,7.84449,1,
8.02667,85599,24997,0,0.217623,7.8547,1,
8.03333,85552,25109,0,0.217051,7.86813,1,
8.04,85509,25219,0,0.216485,7.88041,1,
8.04667,85458,25326,0,0.215854,7.89529,1,
8.05333,85404,25456,0,0.215305,7.9144,1,
8.06,85353,25595,0,0.214519,7.93389,1,
8.06667,85310,25725,0,0.213809,7.94496,1,
8.07333,85252,25862,0,0.213235,7.96253,1,
8.08,85203,26006,0,0.212721,7.98258,1,
8.08667,85138,26162,0,0.211926,8.00107,1,
8.09333,85082,26297,0,0.211257,8.01555,1,
8.1,85035,26433,0,0.210753,8.03193,1,
8.10667,84983,26563,0,0.210106,8.04762,1,
8.11333,84941,26684,0,0.209607,8.06378,1,
8.12,84886,26788,0,0.209157,8.07541,1,
8.12667,84832,26914,0,0.208483,8.08572,1,
8.13333,84796,27034,0,0.208057,8.10539,1,
8.14,84741,27162,0,0.207441,8.11928,1,
8.14667,84686,27299,0,0.206897,8.13649,1,
8.15333,84637,27393,0,0.206482,8.14478,1,
8.16,84593,27514,0,0.206048,8.15923,1,
8.16667,84539,27628,0,0.205521,8.17504,1,
8.17333,84484,27732,0,0.205036,8.18531,1,
8.18,84430,27860,0,0.204568,8.20312,1,
8.18667,84377,27993,0,0.204127,8.21688,1,
8.19333,84321,28133,0,0.203517,8.23151,1,
8.2,84236,28337,0,0.202795,8.25797,1,
8.20667,84181,28469,0,0.202377,8.2718,1,
8.21333,84120,28615,0,0.201774,8.28565,1,
8.22,84054,28760,0,0.201281,8.30059,1,
8.22667,83993,28909,0,0.200654,8.3126,1,
8.23333,83931,29057,0,0.200189,8.33599,1,
8.24,83881,29184,0,0.19973,8.34663,1,
8.24667,83839,29312,0,0.199288,8.36221,1,
8.25333,83790,29423,0,0.198821,8.3707,1,
8.26,83741,29553,0,0.198361,8.38906,1,
8.26667,83692,29664,0,0.198014,8.40544,1,
8.27333,83630,29789,0,0.197494,8.41452,1,
8.28,83577,29920,0,0.196959,8.42757,1,
8.28667,83525,30030,0,0.196545,8.44322,1,
8.29333,83474,30143,0,0.196086,8.45178,1,
8.3,83422,30241,0,0.195832,8.46665,1,
8.30667,83370,30362,0,0.19533,8.47899,1,
8.31333,83320,30501,0,0.194973,8.49303,1,
8.32,83263,30635,0,0.194586,8.50485,1,
8.32667,83203,30771,0,0.194143,8.51965,1,
8.33333,83117,30962,0,0.193452,8.53924,1,
8.34,83050,31120,0,0.193019,8.55823,1,
8.34667,82988,31264,0,0.192561,8.56896,1,
8.35333,82924,31429,0,0.191989,8.59009,1,
8.36,82855,31599,0,0.191521,8.60622,1,
8.36667,82795,31742,0,0.191073,8.62255,1,
8.37333,82731,31892,0,0.190484,8.63436,1,
8.38,82687,32016,0,0.190187,8.6508,1,
8.38667,82623,32174,0,0.189779,8.66746,1,
8.39333,82563,32311,0,0.189276,8.67893,1,
8.4,82499,32446,0,0.188806,8.69432,1,
8.40667,82437,32607,0,0.188394,8.71574,1,
8.41333,82380,32753,0,0.187993,8.72793,1,
8.42,82335,32873,0,0.187606,8.73699,1,
8.42667,82283,33010,0,0.187178,8.75083,1,
8.43333,82242,33143,0,0.18683,8.76586,1,
8.44,82190,33244,0,0.186545,8.77352,1,
8.44667,82133,33378,0,0.186219,8.78944,1,
8.45333,82079,33525,0,0.185772,8.80027,1,
8.46,82009,33670,0,0.185436,8.81402,1,
8.46667,81938,33842,0,0.184982,8.83228,1,
8.47333,81860,34001,0,0.184667,8.84895,1,
8.48,81793,34169,0,0.184206,8.86857,1,
8.48667,81730,34322,0,0.18365,8.88046,1,
8.49333,81654,34508,0,0.18319,8.89857,1,
8.5,81590,34671,0,0.182864,8.91258,1,
8.50667,81525,34850,0,0.182429,8.93331,1,
8.51333,81464,35019,0,0.182009,8.94743,1,
8.52,81401,35187,0,0.181642,8.95987,1,
8.52667,81354,35329,0,0.181252,8.97637,1,
8.53333,81294,35473,0,0.180833,8.98751,1,
8.54,81230,35654,0,0.180377,9.00379,1,
8.54667,81172,35798,0,0.180031,9.01715,1,
8.55333,81119,35954,0,0.179633,9.0297,1,
8.56,81054,36099,0,0.179209,9.03986,1,
8.56667,80988,36239,0,0.178824,9.05563,1,
8.57333,80939,36350,0,0.178603,9.0647,1,
8.58,80891,36474,0,0.178369,9.07668,1,
8.58667,80836,36597,0,0.178139,9.09143,1,
8.59333,80775,36757,0,0.177704,9.10224,1,
8.6,80705,36950,0,0.177338,9.12068,1,
8.60667,80636,37112,0,0.176912,9.13529,1,
8.61333,80568,37277,0,0.176617,9.15323,1,
8.62,80506,37453,0,0.176255,9.17064,1,
8.62667,80436,37616,0,0.175795,9.17891,1,
8.63333,80357,37818,0,0.175443,9.19583,1,
8.64,80286,37985,0,0.175142,9.21064,1,
8.64667,80203,38172,0,0.174746,9.22663,1,
8.65333,80120,38361,0,0.174345,9.24653,1,
8.66,80049,38527,0,0.173974,9.26158,1,
8.66667,79973,38716,0,0.173587,9.27926,1,
8.67333,79898,38880,0,0.173231,9.29087,1,
8.68,79813,39086,0,0.17285,9.30932,1,
8.68667,79747,39279,0,0.172469,9.32542,1,
8.69333,79680,39445,0,0.172063,9.33789,1,
8.7,79618,39569,0,0.171738,9.34547,1,
8.70667,79563,39713,0,0.171503,9.35945,1,
8.71333,79514,39844,0,0.171218,9.36916,1,
8.72,79454,39989,0,0.170906,9.37808,1,
8.72667,79373,40180,0,0.170598,9.39547,1,
8.73333,79311,40348,0,0.170297,9.41276,1,
8.74,79241,40539,0,0.169915,9.42823,1,
8.74667,79159,40724,0,0.169528,9.4435,1,
8.75333,79067,40915,0,0.169177,9.45753,1,
8.76,78978,41122,0,0.168818,9.47554,1,
8.76667,78899,41302,0,0.16845,9.48802,1,
8.77333,78827,41458,0,0.168241,9.4992,1,
8.78,78750,41664,0,0.167882,9.51973,1,
8.78667,78661,41841,0,0.167566,9.53414,1,
8.79333,78572,42044,0,0.167266,9.55166,1,
8.8,78495,42239,0,0.166896,9.56486,1,
8.80667,78416,42425,0,0.16661,9.58484,1,
8.81333,78331,42620,0,0.166288,9.59104,1,
8.82,78256,42803,0,0.165973,9.60729,1,
8.82667,78198,42964,0,0.165722,9.62159,1,
8.83333,78149,43111,0,0.165508,9.63404,1,
8.84,78088,43249,0,0.165233,9.64073,1,
8.84667,78033,43407,0,0.164946,9.65542,1,
8.85333,77993,43538,0,0.164719,9.66248,1,
8.86,77907,43716,0,0.164406,9.67989,1,
8.86667,77822,43926,0,0.164049,9.6949,1,
8.87333,77736,44141,0,0.163686,9.71707,1,
8.88,77675,44329,0,0.163312,9.72819,1,
8.88667,77602,44507,0,0.162959,9.73827,1,
8.89333,77519,44710,0,0.162735,9.75894,1,
8.9,77443,44892,0,0.162446,9.76942,1,
8.90667,77377,45075,0,0.162188,9.78216,1,
8.91333,77294,45259,0,0.161963,9.7975,1,
8.92,77211,45454,0,0.161696,9.81122,1,
8.92667,77116,45654,0,0.16135,9.82904,1,
8.93333,77036,45854,0,0.161052,9.84128,1,
8.94,76963,46053,0,0.160776,9.85788,1,
8.94667,76871,46261,0,0.16054,9.87164,1,
8.95333,76803,46444,0,0.160289,9.8853,1,
8.96,76732,46622,0,0.159956,9.8922,1,
8.96667,76651,46799,0,0.159649,9.90684,1,
8.97333,76586,46972,0,0.159436,9.9221,1,
8.98,76520,47127,0,0.159151,9.92934,1,
8.98667,76455,47282,0,0.158959,9.94211,1,
8.99333,76361,47501,0,0.158681,9.95737,1,
9,76264,47720,0,0.15837,9.97378,1,
9.00667,76166,47937,0,0.158076,9.99007,1,
9.01333,76063,48156,0,0.157734,10.0026,1,
9.02,75967,48375,0,0.157465,10.02,1,
9.02667,75899,48575,0,0.157262,10.0336,1,
9.03333,75815,48793,0,0.156987,10.0538,1,
9.04,75742,48962,0,0.15669,10.0615,1,
9.04667,75672,49160,0,0.156433,10.0757,1,
9.05333,75589,49368,0,0.156196,10.0919,1,
9.06,75511,49581,0,0.155933,10.1054,1,
9.06667,75421,49789,0,0.155664,10.1224,1,
9.07333,75342,49997,0,0.155406,10.133,1,
9.08,75246,50211,0,0.15513,10.1481,1,
9.08667,75166,50411,1,0.154918,10.162,0.999499,
9.09333,75075,50592,1,0.15466,10.1718,0.999499,
9.1,75008,50762,1,0.154423,10.179,0.999499,
9.10667,74944,50942,1,0.154219,10.1933,0.999499,
9.11333,74854,51150,1,0.153952,10.2041,0.999499,
9.12,74782,51334,1,0.153681,10.217,0.999499,
9.12667,74691,51545,1,0.153489,10.2339,0.999499,
9.13333,74603,51743,1,0.153166,10.2413,0.999499,
9.14,74509,51952,1,0.152998,10.2569,0.999499,
9.14667,74418,52173,1,0.152749,10.2719,0.999499,
9.15333,74335,52389,2,0.152491,10.2873,0.998998,
9.16,74233,52640,2,0.152115,10.3026,0.998998,
9.16667,74126,52878,2,0.151786,10.3149,0.998998,
9.17333,74051,53088,2,0.151557,10.3319,0.998998,
9.18,73971,53290,2,0.151322,10.3432,0.998998,
9.18667,73881,53500,3,0.15109,10.3589,0.998497,
9.19333,73799,53730,3,0.150838,10.3752,0.998497,
9.2,73691,53971,3,0.150531,10.3904,0.998497,
9.20667,73608,54199,3,0.150293,10.4044,0.998497,
9.21333,73504,54422,3,0.150045,10.4189,0.998497,
9.22,73419,54635,3,0.149781,10.4312,0.998497,
9.22667,73347,54823,3,0.149539,10.4343,0.998497,
9.23333,73274,55017,4,0.149376,10.4518,0.997996,
9.24,73190,55227,5,0.149117,10.466,0.997495,
9.24667,73126,55419,5,0.148911,10.4763,0.997495,
9.25333,73026,55648,6,0.148605,10.4885,0.996994,
9.26,72931,55868,6,0.148367,10.4991,0.996994,
9.26667,72857,56078,6,0.148172,10.515,0.996994,
9.27333,72755,56313,6,0.147894,10.5295,0.996994,
9.28,72648,56541,6,0.147668,10.541,0.996994,
9.28667,72570,56780,6,0.14745,10.5564,0.996994,
9.29333,72481,57024,7,0.147167,10.5685,0.996493,
9.3,72387,57263,8,0.146871,10.583,0.995992,
9.30667,72295,57504,11,0.146674,10.6009,0.99499,
9.31333,72200,57739,11,0.1464,10.6141,0.99499,
9.32,72113,57978,11,0.146171,10.6304,0.99499,
9.32667,72021,58220,11,0.145905,10.6408,0.99499,
9.33333,71913,58473,12,0.145677,10.6591,0.99499,
9.34,71824,58698,12,0.145441,10.6721,0.99499,
9.34667,71737,58942,12,0.145205,10.6875,0.99499,
9.35333,71643,59180,12,0.14494,10.698,0.99499,
9.36,71557,59407,13,0.144724,10.7103,0.994489,
9.36667,71484,59604,14,0.144528,10.7228,0.994489,
9.37333,71396,59801,15,0.144322,10.7318,0.993988,
9.38,71299,60019,16,0.144134,10.7443,0.993487,
9.38667,71217,60229,18,0.143933,10.7549,0.992485,
9.39333,71136,60459,19,0.143696,10.7724,0.992485,
9.4,71042,60667,20,0.143452,10.7798,0.992485,
9.40667,70933,60897,21,0.143276,10.7933,0.991984,
9.41333,70839,61120,21,0.143067,10.8045,0.991984,
9.42,70737,61386,22,0.142787,10.8182,0.991984,
9.42667,70652,61634,25,0.142595,10.8314,0.990982,
9.43333,70547,61886,25,0.142424,10.8505,0.990982,
9.44,70450,62129,26,0.142187,10.8632,0.990982,
9.44667,70354,62384,28,0.141939,10.8754,0.990481,
9.45333,70261,62619,30,0.141673,10.8881,0.98998,
9.46,70161,62885,32,0.141473,10.9066,0.98998,
9.46667,70082,63103,34,0.14125,10.9173,0.989479,
9.47333,69980,63330,35,0.141058,10.9269,0.989479,
9.48,69892,63561,36,0.140867,10.9401,0.989479,
9.48667,69815,63803,40,0.140648,10.9527,0.988978,
9.49333,69714,64051,43,0.140486,10.9677,0.988477,
9.5,69625,64269,44,0.140325,10.9799,0.988477,
9.50667,69544,64475,47,0.140209,10.9922,0.988477,
9.51333,69460,64673,51,0.140036,10.9993,0.987475,
9.52,69364,64888,56,0.139849,11.011,0.986974,
9.52667,69271,65116,59,0.139699,11.0226,0.986473,
9.53333,69166,65350,63,0.139542,11.0368,0.98497,
9.54,69066,65570,71,0.139308,11.0464,0.983968,
9.54667,68969,65815,76,0.139125,11.0605,0.982966,
9.55333,68867,66064,79,0.138902,11.0713,0.982465,
9.56,68764,66331,81,0.13865,11.0837,0.981964,
9.56667,68665,66597,85,0.138425,11.0997,0.981964,
9.57333,68566,66852,90,0.138206,11.1099,0.980461,
9.58,68455,67084,96,0.138044,11.1221,0.979459,
9.58667,68368,67325,105,0.137903,11.1335,0.978457,
9.59333,68246,67594,109,0.137754,11.1521,0.978457,
9.6,68157,67812,119,0.137578,11.1612,0.977956,
9.60667,68059,68069,121,0.137394,11.1747,0.977956,
9.61333,67949,68329,125,0.137195,11.1863,0.977455,
9.62,67850,68556,130,0.137018,11.1973,0.976954,
9.62667,67759,68803,134,0.136856,11.211,0.976453,
9.63333,67662,69033,136,0.136726,11.2215,0.976453,
9.64,67580,69245,140,0.136607,11.2344,0.976453,
9.64667,67483,69451,148,0.136389,11.2401,0.976453,
9.65333,67401,69663,158,0.13626,11.2527,0.974449,
9.66,67310,69869,167,0.136105,11.2617,0.973948,
9.66667,67226,70079,175,0.135939,11.2724,0.972946,
9.67333,67133,70304,183,0.135823,11.2841,0.971443,
9.68,67037,70519,188,0.135646,11.2903,0.970441,
9.68667,66953,70766,200,0.135514,11.3033,0.969439,
9.69333,66857,71014,207,0.13533,11.3175,0.968938,
9.7,66765,71254,213,0.135138,11.327,0.968437,
9.70667,66685,71505,221,0.134978,11.3379,0.967435,
9.71333,66581,71738,233,0.13483,11.3524,0.966934,
9.72,66496,71996,242,0.134705,11.3667,0.965431,
9.72667,66395,72239,249,0.134436,11.379,0.963928,
9.73333,66330,72449,258,0.134305,11.3881,0.963427,
9.74,66241,72690,266,0.134143,11.3994,0.963427,
9.74667,66140,72934,278,0.13395,11.4125,0.962926,
9.75333,66058,73152,288,0.13387,11.4222,0.961924,
9.76,65960,73386,303,0.133698,11.4348,0.960421,
9.76667,65874,73587,307,0.133565,11.4418,0.95992,
9.77333,65801,73815,314,0.133448,11.4552,0.95992,
9.78,65720,74031,330,0.133325,11.4664,0.958918,
9.78667,65639,74217,337,0.133145,11.474,0.958918,
9.79333,65553,74426,346,0.13297,11.4819,0.958918,
9.8,65475,74632,358,0.13292,11.4942,0.958417,
9.80667,65365,74860,368,0.132779,11.5011,0.958417,
9.81333,65271,75086,382,0.132629,11.5136,0.957415,
9.82,65170,75328,394,0.132505,11.5248,0.956413,
9.82667,65070,75589,405,0.13233,11.5356,0.955912,
9.83333,64988,75840,415,0.132222,11.5487,0.955912,
9.84,64887,76072,425,0.132004,11.5528,0.955411,
9.84667,64778,76329,442,0.131855,11.5677,0.95491,
9.85333,64684,76556,460,0.131729,11.5789,0.953908,
9.86,64583,76795,473,0.131571,11.5887,0.952906,
9.86667,64491,77013,490,0.131502,11.6014,0.952906,
9.87333,64403,77234,508,0.131352,11.6129,0.952405,
9.88,64306,77476,528,0.131195,11.6249,0.951904,
9.88667,64216,77713,539,0.131073,11.6332,0.950401,
9.89333,64139,77904,565,0.130887,11.6434,0.949399,
9.9,64066,78120,577,0.130782,11.6553,0.948898,
9.90667,63979,78349,587,0.130684,11.6682,0.948898,
9.91333,63900,78571,602,0.130538,11.6778,0.948898,
9.92,63826,78755,614,0.13042,11.683,0.948898,
9.92667,63735,78983,632,0.130315,11.697,0.947896,
9.93333,63624,79207,650,0.130211,11.7023,0.946393,
9.94,63546,79435,660,0.130103,11.7144,0.945892,
9.94667,63452,79651,670,0.130019,11.7264,0.945892,
9.95333,63359,79869,681,0.129884,11.7345,0.945391,
9.96,63244,80122,695,0.129732,11.7434,0.944389,
9.96667,63142,80383,714,0.129601,11.7539,0.943888,
9.97333,63046,80632,729,0.129472,11.7675,0.942886,
9.98,62940,80884,753,0.129289,11.7733,0.942385,
9.98667,62840,81133,769,0.129183,11.7882,0.941383,
9.99333,62737,81357,782,0.129046,11.7907,0.941383,
10,62639,81595,801,0.128938,11.8058,0.93988,
10.0067,62543,81812,818,0.12888,11.8151,0.938377,
10.0133,62450,82042,838,0.12879,11.8223,0.938377,
10.02,62350,82292,853,0.128665,11.8342,0.937876,
10.0267,62254,82526,873,0.128517,11.8451,0.936874,
10.0333,62179,82758,897,0.128411,11.8572,0.935872,
10.04,62065,83006,910,0.128229,11.8652,0.93487,
10.0467,61974,83242,926,0.128152,11.8813,0.93487,
10.0533,61877,83449,946,0.128052,11.8903,0.93487,
10.06,61793,83667,965,0.127873,11.8986,0.934369,
10.0667,61700,83896,980,0.127799,11.9089,0.932866,
10.0733,61613,84113,999,0.127671,11.9168,0.932365,
10.08,61525,84329,1019,0.127573,11.9242,0.932365,
10.0867,61439,84558,1038,0.127417,11.9329,0.930862,
10.0933,61340,84770,1062,0.127314,11.9461,0.930361,
10.1,61254,84991,1080,0.12721,11.9546,0.929359,
10.1067,61155,85206,1099,0.127132,11.9626,0.928858,
10.1133,61069,85450,1120,0.127024,11.9703,0.927856,
10.12,60969,85716,1142,0.126938,11.9813,0.926854,
10.1267,60857,85960,1162,0.12678,11.9896,0.926353,
10.1333,60787,86197,1181,0.126666,12.0025,0.925852,
10.14,60700,86424,1206,0.126532,12.0125,0.92485,
10.1467,60638,86595,1241,0.126398,12.0211,0.92485,
10.1533,60578,86791,1271,0.12632,12.031,0.924349,
10.16,60507,87013,1286,0.126239,12.0363,0.924349,
10.1667,60407,87252,1316,0.126124,12.0451,0.923848,
10.1733,60336,87491,1343,0.126022,12.0568,0.923347,
10.18,60258,87716,1366,0.125925,12.0674,0.922846,
10.1867,60178,87951,1397,0.125802,12.0764,0.922345,
10.1933,60098,88130,1419,0.125729,12.0821,0.921844,
10.2,60007,88355,1449,0.125669,12.0954,0.921343,
10.2067,59929,88550,1473,0.125525,12.1023,0.920842,
10.2133,59836,88781,1507,0.125424,12.1129,0.91984,
10.22,59745,89002,1541,0.125353,12.1252,0.919339,
10.2267,59661,89216,1573,0.125234,12.1323,0.918337,
10.2333,59590,89412,1605,0.125118,12.1392,0.917335,
10.24,59515,89591,1627,0.125056,12.1428,0.916834,
10.2467,59438,89833,1662,0.124985,12.1536,0.915832,
10.2533,59362,90076,1686,0.124853,12.1614,0.915331,
10.26,59279,90322,1715,0.124724,12.1739,0.915331,
10.2667,59190,90555,1747,0.124602,12.1819,0.913327,
10.2733,59112,90779,1785,0.124503,12.1942,0.912826,
10.28,59037,90979,1812,0.124464,12.2015,0.912826,
10.2867,58951,91181,1852,0.124352,12.2049,0.912325,
10.2933,58864,91397,1885,0.124282,12.2144,0.911824,
10.3,58781,91613,1924,0.124192,12.2234,0.911323,
10.3067,58696,91857,1949,0.124071,12.2352,0.910822,
10.3133,58612,92094,1984,0.124002,12.245,0.910822,
10.32,58532,92304,2008,0.123928,12.2546,0.910822,
10.3267,58455,92494,2047,0.123838,12.2576,0.90982,
10.3333,58366,92722,2087,0.123766,12.2685,0.908317,
10.34,58282,92940,2118,0.123687,12.2766,0.908317,
10.3467,58209,93153,2150,0.123651,12.2863,0.908317,
10.3533,58128,93353,2198,0.123591,12.2968,0.907816,
10.36,58040,93558,2231,0.123469,12.3024,0.906814,
10.3667,57959,93737,2276,0.123396,12.3108,0.90481,
10.3733,57870,93937,2308,0.123325,12.3208,0.903808,
10.38,57792,94111,2354,0.123273,12.3261,0.903307,
10.3867,57704,94346,2399,0.123209,12.3353,0.902305,
10.3933,57615,94571,2433,0.123078,12.3433,0.901804,
10.4,57517,94794,2480,0.12296,12.3503,0.901303,
10.4067,57435,95015,2518,0.122909,12.3611,0.900802,
10.4133,57364,95192,2551,0.12279,12.3646,0.900802,
10.42,57287,95391,2578,0.122725,12.3753,0.900301,
10.4267,57177,95642,2614,0.12267,12.3872,0.8998,
10.4333,57108,95835,2647,0.122607,12.3928,0.897796,
10.44,57017,96068,2684,0.122434,12.4014,0.896794,
10.4467,56932,96266,2722,0.122405,12.4116,0.896794,
10.4533,56840,96494,2768,0.122324,12.4158,0.895792,
10.46,56770,96686,2816,0.122269,12.4282,0.895792,
10.4667,56667,96903,2851,0.122189,12.4366,0.895291,
10.4733,56592,97082,2889,0.122105,12.4404,0.89479,
10.48,56513,97278,2930,0.122045,12.4464,0.89479,
10.4867,56428,97465,2970,0.121971,12.4586,0.894289,
10.4933,56357,97661,3011,0.121907,12.4659,0.893788,
10.5,56286,97842,3048,0.121906,12.4734,0.893788,
10.5067,56221,98032,3087,0.121854,12.4801,0.893287,
10.5133,56143,98200,3132,0.12182,12.4863,0.893287,
10.52,56065,98414,3177,0.121738,12.4942,0.893287,
10.5267,55978,98640,3215,0.121648,12.5024,0.892786,
10.5333,55902,98821,3268,0.121595,12.5119,0.891784,
10.54,55835,99020,3308,0.121571,12.5162,0.891283,
10.5467,55761,99204,3350,0.121505,12.5216,0.890782,
10.5533,55680,99408,3397,0.121402,12.5285,0.889279,
10.56,55603,99605,3433,0.12133,12.536,0.888778,
10.5667,55533,99795,3478,0.121218,12.5464,0.888778,
10.5733,55446,100016,3525,0.121077,12.5544,0.888277,
10.58,55374,100174,3579,0.120959,12.5605,0.887275,
10.5867,55311,100362,3638,0.120898,12.5694,0.887275,
10.5933,55242,100556,3693,0.120822,12.5829,0.887275,
10.6,55164,100760,3740,0.120756,12.5869,0.886273,
10.6067,55082,100961,3787,0.120663,12.5958,0.886273,
10.6133,55016,101154,3839,0.120588,12.6028,0.885271,
10.62,54946,101335,3886,0.120533,12.6072,0.885271,
10.6267,54873,101525,3946,0.12048,12.6165,0.883267,
10.6333,54795,101733,3990,0.120365,12.6241,0.882766,
10.64,54726,101869,4049,0.120294,12.6281,0.882766,
10.6467,54663,102049,4098,0.120214,12.6345,0.881764,
10.6533,54577,102228,4154,0.120186,12.6415,0.87976,
10.66,54494,102436,4216,0.120119,12.6465,0.87976,
10.6667,54420,102609,4285,0.120105,12.655,0.879259,
10.6733,54344,102802,4345,0.120008,12.6618,0.877255,
10.68,54264,102991,4399,0.11996,12.6698,0.876754,
10.6867,54190,103169,4456,0.119872,12.6755,0.876253,
10.6933,54125,103372,4527,0.119838,12.6837,0.873246,
10.7,54052,103555,4590,0.119787,12.6923,0.872244,
10.7067,53983,103766,4644,0.119744,12.6986,0.871743,
10.7133,53914,103927,4702,0.119668,12.703,0.870741,
10.72,53828,104130,4760,0.119649,12.7119,0.870741,
10.7267,53754,104307,4849,0.119629,12.718,0.869739,
10.7333,53688,104513,4923,0.119571,12.7278,0.869238,
10.74,53599,104716,4986,0.119534,12.7352,0.868737,
10.7467,53533,104874,5041,0.119496,12.7387,0.868236,
10.7533,53457,105058,5099,0.119417,12.7449,0.867735,
10.76,53384,105251,5150,0.119379,12.7546,0.866232,
10.7667,53314,105430,5202,0.119291,12.7576,0.865731,
10.7733,53237,105624,5265,0.119222,12.7656,0.864729,
10.78,53173,105802,5350,0.119149,12.7714,0.864729,
